time,psis,tair,D,Ca,al
2001-04-07,-0.08201437,11.195526,2.9542837,420,10
2001-04-08,-0.0851003,11.374298,3.462162,420,10
2001-04-09,-0.087516375,12.994385,2.7659779,420,10
2001-04-10,-0.091024175,13.637207,4.364711,420,10
2001-04-11,-0.06248491,9.272888,1.9364281,420,10
2001-04-12,-0.047769647,13.006073,3.2581892,420,10
2001-04-13,-0.052808423,9.524811,1.6090021,420,10
2001-04-14,-0.056052696,10.026215,2.6218557,420,10
2001-04-15,-0.0608482,10.709686,2.6287994,420,10
2001-04-16,-0.06511287,11.120972,2.8751965,420,10
2001-04-17,-0.068963625,12.396301,2.9980068,420,10
2001-04-18,-0.07427394,12.611877,3.9231634,420,10
2001-04-19,-0.07794468,13.91391,3.7776604,420,10
2001-04-20,-0.082295746,11.386993,2.8725452,420,10
2001-04-21,-0.08472475,10.4104,1.8716831,420,10
2001-04-22,-0.08566042,10.647583,2.0613613,420,10
2001-04-23,-0.08772186,12.438782,3.1481075,420,10
2001-04-24,-0.09207102,14.421265,4.6109266,420,10
2001-04-25,-0.09833203,15.393036,5.7626524,420,10
2001-04-26,-0.10376888,14.1154175,3.8880997,420,10
2001-04-27,-0.10548725,12.677338,2.454239,420,10
